feature,importances,count
263221,[0.0],1
263242,[9e-05],1
263247,[1e-05],1
263254,[0.0],1
261481,[2e-05],1
261388,[0.0],1
261293,[1e-05],1
260181,[0.0],1
259708,[7e-05],1
259711,[0.0],1
259775,[3e-05],1
259793,[0.0],1
259805,[0.00018],1
259892,[3e-05],1
259901,[2e-05],1
259909,[0.00015],1
260064,[0.00071],1
260102,[0.0],1
260233,[0.00013],1
261239,[1e-05],1
260248,[0.00017],1
260250,[4e-05],1
260291,[1e-05],1
260345,[4e-05],1
260422,[2e-05],1
260494,[3e-05],1
260600,[1e-05],1
260735,[1e-05],1
260939,[1e-05],1
261080,[2e-05],1
263478,[0.0001],1
263968,[7e-05],1
268250,[8e-05],1
264345,[1e-05],1
266641,[1e-05],1
266653,[7e-05],1
266677,[1e-05],1
266779,[0.0003],1
266827,[4e-05],1
266943,[4e-05],1
267110,[6e-05],1
267120,[4e-05],1
267134,[0.0],1
267222,[0.00111],1
267262,[1e-05],1
267425,[4e-05],1
267463,[1e-05],1
267472,[0.0],1
267526,[5e-05],1
267602,[0.0],1
267671,[0.00067],1
267748,[2e-05],1
267757,[0.00011],1
267894,[0.0001],1
268014,[0.0],1
268186,[1e-05],1
268238,[0.0],1
266640,[0.0],1
266473,[0.0001],1
266462,[0.00011],1
265227,[0.00045],1
264353,[0.0],1
264500,[0.00045],1
264501,[0.0],1
264571,[0.0005],1
264697,[0.00102],1
264729,[0.00032],1
264773,[2e-05],1
264832,[1e-05],1
265047,[0.00014],1
265115,[0.00636],1
265260,[0.00016],1
266295,[3e-05],1
265287,[0.0002],1
265294,[0.0],1
265484,[4e-05],1
265519,[3e-05],1
265592,[3e-05],1
265695,[1e-05],1
265705,[2e-05],1
265863,[2e-05],1
265900,[0.00673],1
266225,[0.0],1
244113,[1e-05],1
244053,[1e-05],1
243694,[0.0003],1
220963,[3e-05],1
219150,[0.0],1
219275,[2e-05],1
219350,[0.00013],1
219427,[0.0],1
219489,[0.0002],1
219530,[1e-05],1
219543,[4e-05],1
219549,[6e-05],1
219661,[4e-05],1
219718,[0.0],1
219826,[6e-05],1
219921,[1e-05],1
220009,[2e-05],1
220169,[0.0],1
220343,[0.00028],1
220412,[1e-05],1
220477,[0.0],1
220526,[0.0],1
